id,title,genres,movie_year,rating,rotten_tomatoes_score
1262,Great Escape-The,Action|Adventure|Drama|War,1962,9,76
1333,Birds-The,Horror|Thriller,1962,8,75
1572,Contempt,Drama,1963,9,51
1948,Tom Jones,Adventure|Comedy|Romance,1963,7,53
2057,Incredible Journey-The,Adventure|Children,1962,4,93
2098,Son of Flubber,Children|Comedy,1963,8,77
2136,Nutty Professor-The,Comedy|Sci-Fi,1963,4,62
2550,Haunting-The,Horror|Thriller,1962,10,74
2554,Children of the Damned,Horror|Sci-Fi|Thriller,1963,10,59
2780,Raven-The,Comedy|Horror,1963,10,67
2948,From Russia with Love,Action|Adventure|Thriller,1962,5,74
3076,Irma la Douce,Comedy,1963,2,67
3344,Blood Feast,Horror,1962,7,92
3461,Lord of the Flies,Adventure|Drama|Thriller,1963,1,70
3467,Hud,Drama|Western,1962,10,74
3832,Black Sabbath (Tre volti della paura-I),Horror,1963,1,90
3921,Beach Party,Comedy,1962,8,72
4187,Lilies of the Field,Drama,1962,10,85
4274,Cleopatra,Drama|Romance,1963,7,94
4401,Donovan's Reef,Action|Comedy|Romance,1962,7,71
4414,X: The Man with the X-Ray Eyes,Sci-Fi|Thriller,1962,2,52
4687,Billy Liar,Comedy,1963,3,75
4799,It's a Mad-Mad-Mad-Mad World,Action|Adventure|Comedy|Crime,1962,10,74
5022,Servant-The,Drama,1963,3,62
5057,4 for Texas,Comedy|Western,1963,4,60
6182,Thrill of It All-The,Comedy,1963,4,74
6432,Courtship of Eddie's Father-The,Comedy,1963,4,69
6562,Spencer's Mountain,Comedy|Drama,1963,3,57
6662,Pink Panther-The,Comedy|Crime,1962,1,95
6728,Ugly American-The,Drama,1962,5,60
7757,Jason and the Argonauts,Action|Adventure|Fantasy,1962,8,92
7926,High and Low (Tengoku to jigoku),Crime|Drama|Film-Noir|Thriller,1963,7,66
7938,Winter Light (Nattvardsgästerna),Drama,1962,3,72
8126,Shock Corridor,Drama,1962,2,66
8724,Leopard-The (Gattopardo-Il),Drama|War,1963,8,57
8850,Flipper,Adventure|Children|Drama,1963,8,73
8903,Terror-The,Horror|Mystery,1963,10,52
32395,Attack of the Mushroom People (Matango),Fantasy|Horror|Sci-Fi|Thriller,1962,9,96
43635,Bye Bye Birdie,Comedy|Musical,1963,1,83
44597,Youth of the Beast (Yaju no seishun),Action|Crime|Mystery,1962,6,74
51773,America-America,Drama,1962,8,66
72880,Flaming Creatures,Drama,1962,1,55
106004,Maniac,Crime|Horror|Mystery|Romance|Thriller,1962,1,92
107081,Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5),Action|Drama,1963,9,52
199,Umbrellas of Cherbourg-The (Parapluies de Cherbourg-Les),Drama|Musical|Romance,1963,10,71
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1963,4,57
914,My Fair Lady,Comedy|Drama|Musical|Romance,1963,10,90
1028,Mary Poppins,Children|Comedy|Fantasy|Musical,1963,9,94
2181,Marnie,Drama|Mystery|Romance|Thriller,1963,3,63
2784,Masque of the Red Death-The,Horror,1963,1,61
2820,Hamlet,Drama,1964,7,64
2863,Hard Day's Night-A,Adventure|Comedy|Musical,1964,7,99
2947,Goldfinger,Action|Adventure|Thriller,1964,6,69
2951,Fistful of Dollars-A (Per un pugno di dollari),Action|Western,1963,8,74
3224,Woman in the Dunes (Suna no onna),Drama,1963,8,95
3245,I Am Cuba (Soy Cuba/Ya Kuba),Drama,1964,9,56
3351,Two Thousand Maniacs!,Horror,1964,6,74
3634,Seven Days in May,Thriller,1963,2,51
3789,Pawnbroker-The,Drama,1964,7,76
3922,Bikini Beach,Comedy,1964,7,55
3924,Pajama Party,Comedy,1963,6,93
3963,Unsinkable Molly Brown-The,Musical,1963,2,94
4399,Diary of a Chambermaid,Comedy|Drama,1963,8,76
4795,Father Goose,Adventure|Comedy|Romance|War,1964,4,71
5638,Godzilla vs. Mothra (Mosura tai Gojira),Action|Adventure|Fantasy|Sci-Fi,1963,3,88
5651,Incredible Mr. Limpet-The,Animation|Comedy|War,1964,4,55
5899,Zulu,Action|Drama|War,1963,10,67
6522,Man's Favorite Sport?,Comedy,1964,7,65
6609,Gospel According to St. Matthew-The (Vangelo secondo Matteo-Il),Drama,1963,2,60
7073,Shot in the Dark-A,Comedy|Crime|Mystery,1964,4,67
7085,Send Me No Flowers,Comedy|Romance,1964,10,100
7560,Fail-Safe,Drama|Thriller|War,1963,8,59
7564,Kwaidan (Kaidan),Horror,1963,2,51
7771,Zorba the Greek (Alexis Zorbas),Adventure|Drama,1963,1,73
7944,Night of the Iguana-The,Drama|Thriller,1963,7,89
8190,Americanization of Emily-The,Comedy|Drama|War,1963,8,100
8761,Three Lives of Thomasina-The,Children|Drama,1963,7,82
8828,Dead Ringer,Drama|Thriller,1963,6,59
8857,Lilith,Drama,1963,9,83
26111,Becket,Drama,1964,10,94
26116,Hush... Hush-Sweet Charlotte,Horror|Thriller,1964,2,92
26117,Killers-The,Action|Crime|Drama|Film-Noir|Thriller,1964,2,95
26122,Onibaba,Drama|Horror|War,1964,8,83
30783,Blood and Black Lace (Sei donne per l'assassino),Horror|Thriller,1964,6,59
42783,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv),Drama|Romance,1963,10,97
50740,Seven Up!,Documentary,1963,7,88
71433,Black God-White Devil (Deus e o Diabo na Terra do Sol),Adventure|Crime|Drama|Western,1964,4,72
73854,Rudolph-the Red-Nosed Reindeer,Adventure|Animation|Children|Fantasy|Musical,1964,6,70
83829,Scorpio Rising,(no genres listed),1964,10,89
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1964,7,60
680,Alphaville (Alphaville-une étrange aventure de Lemmy Caution),Drama|Mystery|Romance|Sci-Fi|Thriller,1964,5,59
1018,That Darn Cat!,Children|Comedy|Mystery,1965,9,58
1035,Sound of Music-The,Musical|Romance,1965,10,89
1083,Great Race-The,Comedy|Musical,1964,5,52
2067,Doctor Zhivago,Drama|Romance|War,1964,8,86
2783,Tomb of Ligeia-The,Horror,1964,7,70
2856,I Saw What You Did,Thriller,1964,5,65
2946,Help!,Comedy|Musical,1965,3,79
2983,Ipcress File-The,Thriller,1965,7,89
2993,Thunderball,Action|Adventure|Thriller,1965,8,82
3075,Repulsion,Drama|Horror,1965,3,97
3520,How to Stuff a Wild Bikini,Comedy,1965,5,98
3681,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965,10,63
3873,Cat Ballou,Comedy|Western,1964,9,79
4189,Greatest Story Ever Told-The,Drama,1965,7,53
4339,Von Ryan's Express,Action|Adventure|Drama|War,1964,1,69
4394,Beach Blanket Bingo,Comedy|Musical,1964,6,85
4402,Dr. Goldfoot and the Bikini Machine,Comedy,1965,1,80
4411,Sons of Katie Elder,Western,1965,6,54
4806,Shop on Main Street-The (Obchod na korze),Drama,1964,3,97
5498,Red Beard (Akahige),Drama,1965,9,50
6178,Patch of Blue-A,Drama|Romance,1964,1,96
6416,King Rat,Drama|War,1964,9,95
6422,Shenandoah,Drama|War|Western,1965,10,75
6448,Flight of the Phoenix-The,Action|Adventure|Drama,1965,1,98
7051,What's New-Pussycat,Comedy,1965,4,56
7067,Juliet of the Spirits (Giulietta degli spiriti),Comedy|Drama|Fantasy|Romance,1964,5,61
7130,Darling,Drama,1965,4,82
7394,Those Magnificent Men in Their Flying Machines,Action|Adventure|Comedy,1964,9,80
7748,Pierrot le fou,Crime|Drama,1964,5,71
8494,Cincinnati Kid-The,Drama,1965,8,67
8772,Spy Who Came in from the Cold-The,Drama|Thriller,1965,5,81
8821,Harum Scarum,Comedy|Musical,1965,3,55
26133,Charlie Brown Christmas-A,Animation|Children|Comedy,1964,6,61
26147,Thousand Clowns-A,Comedy|Drama|Romance,1965,5,72
31737,Bunny Lake Is Missing,Mystery|Thriller,1965,8,64
32139,Agony and the Ecstasy-The,Drama,1965,7,52
40833,Fists in the Pocket (Pugni in tasca-I),Drama,1964,4,91
49394,Simon of the Desert (Simón del desierto),Drama,1965,6,59
97254,Shakespeare-Wallah,Drama,1965,8,58
98473,Sleeping Car Murder-The (Compartiment tueurs),Drama|Mystery|Thriller,1964,7,74
127052,Operation 'Y' & Other Shurik's Adventures,Comedy|Crime|Romance,1965,2,57
1201,Good-the Bad and the Ugly-The (Buono-il brutto-il cattivo-Il),Action|Adventure|Western,1966,1,60
1949,Man for All Seasons-A,Drama,1966,1,52
2132,Who's Afraid of Virginia Woolf?,Drama,1966,6,81
2180,Torn Curtain,Thriller,1965,5,90
2969,Man and a Woman-A (Un homme et une femme),Drama|Romance,1966,4,66
3144,Glass Bottom Boat-The,Comedy|Romance,1965,6,55
3487,El Dorado,Western,1965,4,91
3653,Endless Summer-The,Documentary,1965,9,71
3788,Blow-Up (Blowup),Drama|Mystery,1965,2,69
3927,Fantastic Voyage,Adventure|Sci-Fi,1965,7,59
4186,Fortune Cookie-The,Comedy|Drama|Romance,1965,7,62
4191,Alfie,Comedy|Drama|Romance,1966,5,75
4284,Frankie and Johnny,Comedy,1966,3,95
4337,Sand Pebbles-The,Drama|Romance|War,1965,4,73
4930,Funeral in Berlin,Action|Drama|Thriller,1965,2,97
4984,Morgan!,Comedy|Drama|Fantasy,1966,6,53
5062,Seconds,Mystery|Sci-Fi|Thriller,1966,6,71
5801,Russians Are Coming-the Russians Are Coming-The,Comedy|War,1965,7,53
6232,Born Free,Adventure|Children|Drama,1966,1,59
6305,Fahrenheit 451,Drama|Sci-Fi,1966,10,82
6386,Nevada Smith,Western,1965,4,66
6447,Duel at Diablo,War,1966,8,72
6458,Blue Max-The,Adventure|Drama|War,1966,5,63
6584,What's Up-Tiger Lily?,Adventure|Comedy|Crime|Thriller,1966,5,96
6813,Ghost and Mr. Chicken-The,Comedy|Romance,1965,3,66
7122,King of Hearts,Comedy|Drama|War,1966,8,50
7182,Lord Love a Duck,Comedy,1965,7,85
7312,Follow Me-Boys!,Comedy|Drama,1966,3,72
7327,Persona,Drama,1965,9,61
7882,The Plague of the Zombies,Horror,1966,6,55
7995,Wild Angels-The,Action|Drama,1966,4,96
8033,How to Steal a Million,Comedy|Crime|Romance,1965,8,71
8056,Harper,Crime|Drama|Mystery,1965,2,99
8525,Ugly Dachshund-The,Children|Comedy,1965,10,65
8796,Funny Thing Happened on the Way to the Forum-A,Comedy|Musical,1965,3,97
8820,Spinout,Comedy|Musical,1965,6,51
26131,Battle of Algiers-The (La battaglia di Algeri),Drama|War,1966,1,76
26151,Au Hasard Balthazar,Crime|Drama,1966,9,90
26152,Batman,Action|Adventure|Comedy,1966,5,81
26157,Manos: The Hands of Fate,Horror,1966,1,70
31930,Masculin Féminin,Drama,1965,8,87
32387,Sword of Doom-The (Dai-bosatsu tôge),Action|Drama,1965,6,56
34359,Georgy Girl,Comedy,1966,1,53
42900,Cul-de-sac,Comedy|Crime|Drama|Thriller,1965,2,99
52435,How the Grinch Stole Christmas!,Animation|Comedy|Fantasy|Musical,1965,8,84
60487,It's the Great Pumpkin-Charlie Brown,Animation|Children|Comedy,1966,2,99
69908,Group-The,Drama,1966,7,52
91582,Stagecoach,Western,1966,9,61
154,Beauty of the Day (Belle de jour),Drama,1967,5,78
1084,Bonnie and Clyde,Crime|Drama,1966,10,73
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Drama,1966,5,83
1247,Graduate-The,Comedy|Drama|Romance,1967,6,68
1276,Cool Hand Luke,Drama,1967,7,95
1950,In the Heat of the Night,Drama|Mystery,1967,3,85
2047,Gnome-Mobile-The,Adventure|Children|Fantasy|Musical,1966,5,80
2049,Happiest Millionaire-The,Comedy|Musical,1967,4,76
2078,Jungle Book-The,Animation|Children|Comedy|Musical,1967,8,95
2135,Doctor Dolittle,Adventure|Children|Musical,1967,8,73
2870,Barefoot in the Park,Comedy,1967,9,81
2944,Dirty Dozen-The,Action|Drama|War,1966,9,76
3025,Rough Night in Jericho,Western,1966,3,78
3028,Taming of the Shrew-The,Comedy,1966,6,57
3296,To Sir with Love,Drama,1966,1,81
3451,Guess Who's Coming to Dinner,Drama,1967,7,88
3460,Hillbillys in a Haunted House,Comedy,1966,4,100
3658,Quatermass and the Pit,Horror|Sci-Fi,1966,5,78
4854,Clambake,Musical,1967,6,60
5142,Firemen's Ball-The (Horí-má panenko),Comedy|Drama,1967,6,54
5796,Casino Royale,Action|Adventure|Comedy,1966,10,88
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult),Drama,1967,3,88
6480,Thoroughly Modern Millie,Comedy|Musical,1967,5,99
6639,Wait Until Dark,Drama|Thriller,1967,6,56
6646,Valley of the Dolls,Drama,1966,2,55
6852,In Cold Blood,Crime|Drama,1966,6,91
7204,Hells Angels on Wheels,Drama,1966,7,96
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1966,9,81
7587,Samouraï-Le (Godson-The),Crime|Drama|Thriller,1967,3,73
7708,Bedazzled,Comedy|Fantasy,1966,6,56
7714,Camelot,Drama|Musical|Romance,1967,8,61
7888,How to Succeed in Business Without Really Trying,Comedy|Musical,1967,9,90
7946,Reflections in a Golden Eye,Drama,1966,10,87
7959,Trip-The,Drama,1967,8,72
8819,Double Trouble,Musical,1967,7,67
8840,Who's That Knocking at My Door?,Drama,1966,4,71
8928,Fearless Vampire Killers-The,Comedy|Horror,1967,1,94
26160,Asterix and the Gauls (Astérix le Gaulois),Action|Adventure|Animation|Children|Comedy,1966,3,58
26163,Don't Look Back,Documentary|Musical,1967,2,68
26171,Play Time (a.k.a. Playtime),Comedy,1967,10,85
26172,Point Blank,Action|Crime|Drama|Thriller,1966,2,74
26176,Titicut Follies,Documentary|Drama,1966,7,66
26178,Two for the Road,Comedy|Drama|Romance,1967,6,95
26180,Up the Down Staircase,Drama,1967,7,83
34517,Berserk,Horror|Mystery|Thriller,1967,6,76
45000,Chinoise-La,Comedy|Drama,1966,1,83
51044,Magical Mystery Tour,Comedy|Musical,1967,4,67
53737,Night of the Generals-The,Crime|Drama|Mystery|Thriller|War,1967,1,90
55078,Far from the Madding Crowd,Drama|Romance,1967,7,52
71755,Earth Entranced (Terra em Transe),Drama,1966,3,52
104119,Forsyte Saga-The,Drama,1966,6,82
107412,Kidnapping-Caucasian Style (Kavkazskaya plennitsa),Comedy|Romance,1967,2,50
110752,Mondo Hollywood,Documentary,1966,10,66
674,Barbarella,Adventure|Comedy|Sci-Fi,1968,5,88
702,Faces,Drama,1968,4,67
775,Spirits of the Dead,Horror|Mystery,1967,8,59
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968,1,94
968,Night of the Living Dead,Horror|Sci-Fi|Thriller,1967,3,85
1023,Winnie the Pooh and the Blustery Day,Animation|Children|Musical,1968,8,71
1209,Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,1967,5,95
1951,Oliver!,Drama|Musical,1968,9,95
2035,Blackbeard's Ghost,Children|Comedy,1967,5,59
2160,Rosemary's Baby,Drama|Horror|Thriller,1967,10,53
2285,If....,Drama,1968,4,63
2300,Producers-The,Comedy,1968,10,77
2529,Planet of the Apes,Action|Drama|Sci-Fi,1968,5,63
2764,Thomas Crown Affair-The,Crime|Drama|Romance|Thriller,1968,7,67
2857,Yellow Submarine,Adventure|Animation|Comedy|Fantasy|Musical,1967,7,95
2922,Hang 'Em High,Crime|Drama|Western,1967,8,52
3143,Hell in the Pacific,Drama|War,1968,3,72
3427,Coogan's Bluff,Crime,1967,2,97
3507,Odd Couple-The,Comedy,1968,7,70
3668,Romeo and Juliet,Drama|Romance,1968,1,72
3875,Devil Rides Out-The,Horror,1967,6,75
4281,Candy,Comedy,1968,3,93
4427,Lion in Winter-The,Drama,1967,5,93
4912,Funny Girl,Drama|Musical|Romance,1967,3,73
5004,Party-The,Comedy,1967,1,94
6808,Where Eagles Dare,Action|Adventure|War,1967,9,73
6826,Shakiest Gun in the West-The,Comedy|Western,1968,6,95
7076,Bullitt,Action|Crime|Drama|Thriller,1968,7,57
7136,Stolen Kisses (Baisers volés),Comedy|Drama|Romance,1967,3,53
7247,Chitty Chitty Bang Bang,Adventure|Children|Comedy|Fantasy|Musical,1968,8,60
7650,Witchfinder General (Conquerer Worm-The),Horror,1967,1,82
7936,Shame (Skammen),Drama|War,1968,2,50
7979,Monterey Pop,Documentary|Musical,1968,2,63
8147,Charly,Drama|Sci-Fi,1968,5,64
8267,Signs of Life (Lebenszeichen),Drama,1968,5,95
8763,One and Only-Genuine-Original Family Band-The,Children|Comedy|Musical,1967,6,71
8882,Boston Strangler-The,Crime|Drama|Mystery|Thriller,1967,1,71
26125,Spider Baby or-The Maddest Story Ever Told (Spider Baby),Comedy|Horror,1968,5,90
26164,Fando and Lis (Fando y Lis),Adventure|Fantasy,1967,10,68
26188,Heart Is a Lonely Hunter-The,Drama,1968,5,50
26198,Yours-Mine and Ours,Children|Comedy,1968,4,76
32174,Green Berets-The,Action|Drama|War,1967,9,86
39659,Teorema,Drama,1967,2,70
57418,Rachel-Rachel,Drama|Romance,1968,5,79
86982,Destroy All Monsters (Kaijû sôshingeki),Action|Sci-Fi|Thriller,1967,6,55
599,Wild Bunch-The,Adventure|Western,1968,7,100
1010,Love Bug-The,Children|Comedy,1968,8,91
1304,Butch Cassidy and the Sundance Kid,Action|Western,1968,9,83
1952,Midnight Cowboy,Drama,1968,6,62
1963,Take the Money and Run,Comedy|Crime,1969,2,89
2040,Computer Wore Tennis Shoes-The,Children|Comedy,1968,4,56
3011,They Shoot Horses-Don't They?,Drama,1968,7,78
3168,Easy Rider,Adventure|Drama,1968,4,53
3494,True Grit,Adventure|Drama|Western,1968,1,75
3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969,6,76
3806,Mackenna's Gold,Western,1969,1,62
4282,Fellini Satyricon,Drama|Fantasy,1968,1,75
4709,Paint Your Wagon,Comedy|Musical|Western,1969,4,80
5000,Medium Cool,Drama|Romance,1969,10,63
5354,Cactus Flower,Comedy,1968,6,63
5475,Z,Drama|Mystery|Thriller,1969,6,51
6245,Sweet Charity,Comedy|Drama|Musical|Romance,1968,10,96
6247,Women in Love,Drama|Romance,1969,4,99
6732,Hello-Dolly!,Comedy|Musical|Romance,1969,3,63
6893,Italian Job-The,Action|Comedy|Crime,1969,3,82
7110,Blind Beast (Môjuu),Drama|Thriller,1968,10,90
7774,My Side of the Mountain,Adventure|Children,1968,3,86
8039,Support Your Local Sheriff!,Comedy|Western,1968,5,52
8191,Anne of the Thousand Days,Drama,1968,7,55
8388,Ring of Bright Water,Comedy|Drama,1968,8,73
8571,Bob & Carol & Ted & Alice,Comedy|Drama,1969,2,73
8725,Goodbye-Columbus,Comedy|Drama|Romance,1969,10,92
8754,Prime of Miss Jean Brodie-The,Drama,1968,4,76
8797,Salesman,Documentary,1968,9,59
26150,Andrei Rublev (Andrey Rublyov),Drama|War,1968,6,85
26199,Alice's Restaurant,Comedy|Drama,1969,6,81
26208,My Night At Maud's (Ma Nuit Chez Maud),Comedy|Drama|Romance,1968,6,52
32853,Sorrow and the Pity-The (Le chagrin et la pitié),Documentary|War,1969,4,88
46855,Army of Shadows (L'armée des ombres),Action|Drama|Thriller|War,1969,9,55
54220,Sterile Cuckoo-The,Comedy|Drama,1968,8,61
59805,Antonio das Mortes (O Dragão da Maldade contra o Santo Guerreiro),Drama|Western,1968,3,88
59834,100 Rifles,Adventure|War|Western,1969,10,66
81054,Love Is Colder Than Death (Liebe ist kälter als der Tod),Comedy|Crime|Romance,1968,9,85
111505,Love God?-The,Comedy,1969,2,74
114082,Bambi Meets Godzilla,Animation|Comedy,1968,2,97
616,Aristocats-The,Animation|Children,1969,5,92
1272,Patton,Drama|War,1969,8,97
2520,Airport,Drama,1969,8,71
2530,Beneath the Planet of the Apes,Action|Sci-Fi,1970,9,51
2925,Conformist-The (Conformista-Il),Drama,1969,10,62
3037,Little Big Man,Western,1969,5,60
3066,Tora! Tora! Tora!,Action|Drama|War,1970,10,78
3201,Five Easy Pieces,Drama,1970,3,88
3622,Twelve Chairs-The,Comedy,1970,10,76
3836,Kelly's Heroes,Action|Comedy|War,1970,9,85
4185,Elvis: That's the Way It Is,Documentary,1970,2,74
4296,Love Story,Drama|Romance,1969,5,77
4349,Catch-22,Comedy|War,1970,10,91
4424,Garden of the Finzi-Continis-The (Giardino dei Finzi-Contini-Il),Drama,1969,2,54
4712,Wild Child-The (Enfant sauvage-L'),Drama,1969,1,91
4972,Owl and the Pussycat-The,Comedy,1969,10,81
5060,M*A*S*H (a.k.a. MASH),Comedy|Drama|War,1969,2,98
6427,Railway Children-The,Children|Drama,1970,8,69
6428,Two Mules for Sister Sara,Comedy|War|Western,1970,10,95
6470,Chisum,Western,1969,8,84
6528,Start the Revolution Without Me,Comedy,1969,5,61
6920,Cercle Rouge-Le (Red Circle-The),Crime|Thriller,1970,5,65
6995,Hercules in New York,Action|Comedy|Fantasy,1970,7,93
7111,Ryan's Daughter,Drama|Romance,1970,4,69
7190,Jane Eyre,Drama,1970,3,92
7250,Out of Towners-The,Comedy,1969,5,61
7484,Gimme Shelter,Documentary,1969,6,89
7836,Woodstock,Documentary|Musical,1969,2,65
7897,Ballad of Cable Hogue-The,Comedy|Western,1970,7,57
7958,Bloody Mama,Crime|Drama,1969,1,98
8015,Phantom Tollbooth-The,Adventure|Animation|Children|Fantasy,1970,6,76
8196,Beyond the Valley of the Dolls,Comedy|Horror,1969,9,79
26228,Swedish Love Story-A (Kärlekshistoria-En),Drama|Romance,1970,5,66
26229,Landlord-The,Comedy|Drama,1969,6,60
26231,Performance,Crime|Drama|Thriller,1969,10,57
26258,Topo-El,Fantasy|Western,1970,10,81
31963,Bed & Board (Domicile conjugal),Comedy|Drama,1970,1,57
45837,Let It Be,Documentary,1970,7,98
50742,7 Plus Seven,Documentary,1970,2,88
52528,Tristana,Drama,1970,10,64
72647,Zorn's Lemma,Drama,1970,8,84
76303,Mark of the Devil (Hexen bis aufs Blut gequält),Drama|Horror,1970,6,61
129191,The Clowns,Comedy|Drama|Fantasy|Sci-Fi,1970,1,100
1031,Bedknobs and Broomsticks,Adventure|Children|Musical,1970,6,59
1073,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,1971,5,67
1078,Bananas,Comedy|War,1970,1,100
1206,Clockwork Orange-A,Crime|Drama|Sci-Fi|Thriller,1971,8,54
1235,Harold and Maude,Comedy|Drama|Romance,1970,5,57
1419,Walkabout,Adventure|Drama,1971,2,77
1953,French Connection-The,Action|Crime|Thriller,1971,3,86
1964,Klute,Drama|Mystery,1971,9,72
2031,Million Dollar Duck-The (a.k.a. $1000000 Duck),Children|Comedy,1970,8,89
2032,Barefoot Executive-The,Children|Comedy,1971,2,98
2533,Escape from the Planet of the Apes,Action|Sci-Fi,1970,8,91
2788,Monty Python's And Now for Something Completely Different,Comedy,1970,1,82
2984,On Any Sunday,Documentary,1970,2,81
3032,Omega Man-The,Action|Drama|Sci-Fi|Thriller,1971,6,58
3093,McCabe & Mrs. Miller,Drama|Western,1971,5,94
3152,Last Picture Show-The,Drama,1970,7,75
3167,Carnal Knowledge,Comedy|Drama,1970,3,66
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Drama|Horror,1971,4,96
3216,Vampyros Lesbos (Vampiras-Las),Fantasy|Horror|Thriller,1971,7,51
3284,They Might Be Giants,Comedy|Mystery|Romance,1970,7,82
3522,Sacco and Vanzetti (Sacco e Vanzetti),Drama,1971,3,87
3729,Shaft,Action|Crime|Drama|Thriller,1970,1,94
3947,Get Carter,Action|Crime|Drama|Thriller,1971,6,86
3957,Billy Jack,Action|Drama,1971,8,66
3984,Diamonds Are Forever,Action|Adventure|Thriller,1971,1,99
4195,Abominable Dr. Phibes-The,Horror|Mystery,1970,10,56
4440,Big Boss-The (Fists of Fury) (Tang shan da xiong),Action|Thriller,1971,5,81
4803,Play Misty for Me,Drama|Thriller,1971,10,96
4855,Dirty Harry,Action|Crime|Thriller,1971,3,83
4857,Fiddler on the Roof,Drama|Musical,1970,4,70
5122,Summer of '42,Drama,1970,6,80
6229,Two-Lane Blacktop,Drama,1971,3,50
6301,Straw Dogs,Drama|Thriller,1971,3,85
6303,Andromeda Strain-The,Mystery|Sci-Fi,1971,6,98
6498,Murphy's War,War,1970,7,68
6645,THX 1138,Action|Adventure|Drama|Sci-Fi,1970,6,97
6684,Death in Venice (Morte a Venezia),Drama|Romance,1971,2,88
6840,Hospital-The,Comedy|Drama,1970,9,60
7069,Macbeth (a.k.a. Tragedy of Macbeth-The),Drama,1970,2,94
7300,Vanishing Point,Action|Drama,1971,8,81
7894,Duck-You Sucker,Action|Western,1971,10,84
8332,Sunday Bloody Sunday,Drama,1970,6,72
8929,Black Beauty,Children|Drama,1971,6,91
26241,The Devils,Drama,1970,9,54
26242,Duel,Action|Mystery|Thriller,1970,7,67
26251,Mon Oncle Antoine,Drama,1970,4,90
31549,Fata Morgana,Documentary|Drama|Sci-Fi,1971,3,70
32203,Brian's Song,Drama,1971,4,61
32686,Blood on Satan's Claw (a.k.a. Satan's Skin),Horror|Thriller,1970,8,52
37277,200 Motels,Comedy|Musical,1971,5,75
37785,Anderson Tapes-The,Crime|Drama|Thriller,1970,7,84
47274,Murmur of the Heart (Le souffle au coeur),Drama,1971,2,55
49902,Decameron-The (Decameron-Il),Comedy|Drama,1970,3,54
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),Documentary,1971,2,62
152844,Demons,Horror,1970,10,94
858,Godfather-The,Crime|Drama,1972,9,69
1082,Candidate-The,Drama,1972,9,91
1162,Ruling Class-The,Comedy|Drama,1971,7,58
2013,Poseidon Adventure-The,Action|Adventure|Drama,1972,6,65
2178,Frenzy,Thriller,1971,2,95
2361,Pink Flamingos,Comedy,1972,2,86
2532,Conquest of the Planet of the Apes,Action|Sci-Fi,1971,7,73
2871,Deliverance,Adventure|Drama|Thriller,1971,10,64
3069,Effect of Gamma Rays on Man-in-the-Moon Marigolds-The,Drama,1971,8,53
3074,Jeremiah Johnson,Western,1971,2,80
3490,Horror Express,Horror,1972,10,52
3503,Solaris (Solyaris),Drama|Mystery|Sci-Fi,1971,6,74
3545,Cabaret,Drama|Musical,1971,5,81
3588,King of Marvin Gardens-The,Crime|Drama,1971,4,74
3757,Asylum,Horror,1972,6,66
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1971,5,78
4422,Cries and Whispers (Viskningar och rop),Drama,1971,7,85
4438,Fist of Fury (Chinese Connection-The) (Jing wu men),Action|Drama|Romance|Thriller,1971,9,92
4444,Way of the Dragon-The (a.k.a. Return of the Dragon) (Meng long guo jiang),Action|Crime,1972,2,57
5002,Fritz the Cat,Animation,1971,3,79
5120,Sleuth,Comedy|Mystery|Thriller,1971,2,60
5275,Boxcar Bertha,Drama,1972,1,92
5353,Butterflies Are Free,Comedy|Drama,1972,7,71
5410,Silent Running,Drama|Sci-Fi,1972,3,52
5569,Last House on the Left-The,Crime|Horror|Thriller,1971,2,53
5986,Fat City,Drama,1972,5,71
6533,What's Up-Doc?,Comedy,1971,6,84
6666,Discreet Charm of the Bourgeoisie-The,Comedy|Drama|Fantasy,1971,1,96
7008,Last Tango in Paris (Ultimo tango a Parigi),Drama|Romance,1972,10,58
7063,Aguirre: The Wrath of God (Aguirre-der Zorn Gottes),Adventure|Drama,1972,5,80
7084,Play It Again-Sam,Comedy|Romance,1971,10,91
7272,Super Fly (Superfly),Action|Crime|Drama,1971,8,98
7922,Valachi PapersThe,Crime|Drama,1972,5,93
8016,Getaway-The,Action|Crime|Drama|Thriller,1972,1,85
8544,Now You See Him-Now You Don't,Comedy|Sci-Fi,1972,6,77
8690,Slaughterhouse-Five,Comedy|Drama|Sci-Fi|War,1972,9,66
